,aclu_id,name,official_name,party,district,state,legislator_type,zeroed_district,congressional_district
0,aclu/elections-api/congress_legislator:1012,Peter Welch,Peter Welch,Democrat,0,VT,rep,0,5000
1,aclu/elections-api/congress_legislator:1000,,"Donald S. Beyer, Jr.",Democrat,8,VA,rep,8,5108
2,aclu/elections-api/congress_legislator:11604,,Abigail Davis Spanberger,Democrat,7,VA,rep,7,5107
3,aclu/elections-api/congress_legislator:11607,Elaine Luria,Elaine G. Luria,Democrat,2,VA,rep,2,5102
4,aclu/elections-api/congress_legislator:11606,,Denver Riggleman,Republican,5,VA,rep,5,5105
5,aclu/elections-api/congress_legislator:997,Barbara Comstock,Barbara Comstock,Republican,10,VA,rep,10,5110
6,aclu/elections-api/congress_legislator:1002,Morgan Griffith,H. Morgan Griffith,Republican,9,VA,rep,9,5109
7,aclu/elections-api/congress_legislator:996,,A. Donald McEachin,Democrat,4,VA,rep,4,5104
8,aclu/elections-api/congress_legislator:1004,Robert C. Scott,"Robert C. ""Bobby"" Scott",Democrat,3,VA,rep,3,5103
9,aclu/elections-api/congress_legislator:11605,,Ben Cline,Republican,6,VA,rep,6,5106
10,aclu/elections-api/congress_legislator:1006,,Scott Taylor,Republican,2,VA,rep,2,5102
11,aclu/elections-api/congress_legislator:998,Bob Goodlatte,Bob Goodlatte,Republican,6,VA,rep,6,5106
12,aclu/elections-api/congress_legislator:1005,Robert J. Wittman,Robert J. Wittman,Republican,1,VA,rep,1,5101
13,aclu/elections-api/congress_legislator:1007,,"Thomas A. Garrett, Jr.",Republican,5,VA,rep,5,5105
14,aclu/elections-api/congress_legislator:1001,,Gerald E. Connolly,Democrat,11,VA,rep,11,5111
15,aclu/elections-api/congress_legislator:11608,,Jennifer Wexton,Democrat,10,VA,rep,10,5110
16,aclu/elections-api/congress_legislator:999,David Brat,Dave Brat,Republican,7,VA,rep,7,5107
17,aclu/elections-api/congress_legislator:941,Kristi Noem,Kristi L. Noem,Republican,0,SD,rep,0,4600
18,aclu/elections-api/congress_legislator:11589,,Dusty Johnson,Republican,0,SD,rep,0,4600
19,aclu/elections-api/congress_legislator:932,Jeff Duncan,Jeff Duncan,Republican,3,SC,rep,3,4503
20,aclu/elections-api/congress_legislator:11587,,Joe Cunningham,Democrat,1,SC,rep,1,4501
21,aclu/elections-api/congress_legislator:936,Ralph W. Norman,Ralph Norman,Republican,5,SC,rep,5,4505
22,aclu/elections-api/congress_legislator:938,Tom Rice (South Carolina),Tom Rice,Republican,7,SC,rep,7,4507
23,aclu/elections-api/congress_legislator:935,Mark Sanford,Mark Sanford,Republican,1,SC,rep,1,4501
24,aclu/elections-api/congress_legislator:11588,,William R. Timmons IV,Republican,4,SC,rep,4,4504
25,aclu/elections-api/congress_legislator:939,Trey Gowdy,Trey Gowdy,Republican,4,SC,rep,4,4504
26,aclu/elections-api/congress_legislator:931,James E. Clyburn,James E. Clyburn,Democrat,6,SC,rep,6,4506
27,aclu/elections-api/congress_legislator:933,Joe Wilson,Joe Wilson,Republican,2,SC,rep,2,4502
28,aclu/elections-api/congress_legislator:1049,John Curtis (Utah),John R. Curtis,Republican,3,UT,rep,3,4903
29,aclu/elections-api/congress_legislator:11602,,Ben McAdams,Democrat,4,UT,rep,4,4904
30,aclu/elections-api/congress_legislator:995,Rob Bishop,Rob Bishop,Republican,1,UT,rep,1,4901
31,aclu/elections-api/congress_legislator:992,,Mia B. Love,Republican,4,UT,rep,4,4904
32,aclu/elections-api/congress_legislator:991,Chris Stewart,Chris Stewart,Republican,2,UT,rep,2,4902
33,aclu/elections-api/congress_legislator:1009,,Stacey E. Plaskett,Democrat,0,VI,rep,0,7800
34,aclu/elections-api/congress_legislator:657,,Jody B. Hice,Republican,10,GA,rep,10,1310
35,aclu/elections-api/congress_legislator:649,Drew Ferguson,A. Drew Ferguson IV,Republican,3,GA,rep,3,1303
36,aclu/elections-api/congress_legislator:655,Doug Collins,Doug Collins,Republican,9,GA,rep,9,1309
37,aclu/elections-api/congress_legislator:650,Austin Scott,Austin Scott,Republican,8,GA,rep,8,1308
38,aclu/elections-api/congress_legislator:660,,Rick W. Allen,Republican,12,GA,rep,12,1312
39,aclu/elections-api/congress_legislator:11621,Kwanza Hall,,Democrat,5,GA,rep,5,1305
40,aclu/elections-api/congress_legislator:659,John Lewis (Georgia),John Lewis,Democrat,5,GA,rep,5,1305
41,aclu/elections-api/congress_legislator:663,Tom Graves,Tom Graves,Republican,14,GA,rep,14,1314
42,aclu/elections-api/congress_legislator:661,,Rob Woodall,Republican,7,GA,rep,7,1307
43,aclu/elections-api/congress_legislator:11533,,Lucy McBath,Democrat,6,GA,rep,6,1306
44,aclu/elections-api/congress_legislator:1044,Karen Handel,Karen C. Handel,Republican,6,GA,rep,6,1306
45,aclu/elections-api/congress_legislator:652,,"Earl L. ""Buddy"" Carter",Republican,1,GA,rep,1,1301
46,aclu/elections-api/congress_legislator:656,"Henry C. Johnson, Jr.","Henry C. ""Hank"" Johnson, Jr.",Democrat,4,GA,rep,4,1304
47,aclu/elections-api/congress_legislator:654,David Scott (Georgia),David Scott,Democrat,13,GA,rep,13,1313
48,aclu/elections-api/congress_legislator:651,,Barry Loudermilk,Republican,11,GA,rep,11,1311
49,aclu/elections-api/congress_legislator:662,,"Sanford D. Bishop, Jr.",Democrat,2,GA,rep,2,1302
50,aclu/elections-api/congress_legislator:792,,Bennie G. Thompson,Democrat,2,MS,rep,2,2802
51,aclu/elections-api/congress_legislator:795,,Steven M. Palazzo,Republican,4,MS,rep,4,2804
52,aclu/elections-api/congress_legislator:11561,,Michael Guest,Republican,3,MS,rep,3,2803
53,aclu/elections-api/congress_legislator:796,Trent Kelly,Trent Kelly,Republican,1,MS,rep,1,2801
54,aclu/elections-api/congress_legislator:793,,Gregg Harper,Republican,3,MS,rep,3,2803
55,aclu/elections-api/congress_legislator:1047,Greg Gianforte,Greg Gianforte,Republican,0,MT,rep,0,3000
56,aclu/elections-api/congress_legislator:781,Ann Wagner,Ann Wagner,Republican,2,MO,rep,2,2902
57,aclu/elections-api/congress_legislator:782,,Billy Long,Republican,7,MO,rep,7,2907
58,aclu/elections-api/congress_legislator:790,William Lacy Clay,Wm. Lacy Clay,Democrat,1,MO,rep,1,2901
59,aclu/elections-api/congress_legislator:786,Jason Smith (Missouri representative),Jason Smith,Republican,8,MO,rep,8,2908
60,aclu/elections-api/congress_legislator:785,,Emanuel Cleaver,Democrat,5,MO,rep,5,2905
61,aclu/elections-api/congress_legislator:783,,Blaine Luetkemeyer,Republican,3,MO,rep,3,2903
62,aclu/elections-api/congress_legislator:789,Vicky Hartzler,Vicky Hartzler,Republican,4,MO,rep,4,2904
63,aclu/elections-api/congress_legislator:788,,Sam Graves,Republican,6,MO,rep,6,2906
64,aclu/elections-api/congress_legislator:737,Michael Capuano,Michael E. Capuano,Democrat,7,MA,rep,7,2507
65,aclu/elections-api/congress_legislator:11548,,Lori Trahan,Democrat,3,MA,rep,3,2503
66,aclu/elections-api/congress_legislator:742,,William R. Keating,Democrat,9,MA,rep,9,2509
67,aclu/elections-api/congress_legislator:738,Niki Tsongas,Niki Tsongas,Democrat,3,MA,rep,3,2503
68,aclu/elections-api/congress_legislator:11547,,Ayanna Pressley,Democrat,7,MA,rep,7,2507
69,aclu/elections-api/congress_legislator:741,Stephen Lynch,Stephen F. Lynch,Democrat,8,MA,rep,8,2508
70,aclu/elections-api/congress_legislator:739,,Richard E. Neal,Democrat,1,MA,rep,1,2501
71,aclu/elections-api/congress_legislator:735,Joseph Kennedy III,Joseph P. Kennedy III,Democrat,4,MA,rep,4,2504
72,aclu/elections-api/congress_legislator:734,,James P. McGovern,Democrat,2,MA,rep,2,2502
73,aclu/elections-api/congress_legislator:736,Katherine Clark,Katherine M. Clark,Democrat,5,MA,rep,5,2505
74,aclu/elections-api/congress_legislator:740,Seth Moulton,Seth Moulton,Democrat,6,MA,rep,6,2506
75,aclu/elections-api/congress_legislator:517,Don Young,Don Young,Republican,0,AK,rep,0,200
76,aclu/elections-api/congress_legislator:716,Brett Guthrie,Brett Guthrie,Republican,2,KY,rep,2,2102
77,aclu/elections-api/congress_legislator:719,James Comer Jr.,James Comer,Republican,1,KY,rep,1,2101
78,aclu/elections-api/congress_legislator:723,Thomas Massie,Thomas Massie,Republican,4,KY,rep,4,2104
79,aclu/elections-api/congress_legislator:718,Harold Rogers,Harold Rogers,Republican,5,KY,rep,5,2105
80,aclu/elections-api/congress_legislator:717,Andy Barr,Andy Barr,Republican,6,KY,rep,6,2106
81,aclu/elections-api/congress_legislator:720,John Yarmuth,John A. Yarmuth,Democrat,3,KY,rep,3,2103
82,aclu/elections-api/congress_legislator:526,Robert B. Aderholt,Robert B. Aderholt,Republican,4,AL,rep,4,104
83,aclu/elections-api/congress_legislator:527,Terri Sewell,Terri A. Sewell,Democrat,7,AL,rep,7,107
84,aclu/elections-api/congress_legislator:522,Martha Roby,Martha Roby,Republican,2,AL,rep,2,102
85,aclu/elections-api/congress_legislator:521,,Gary J. Palmer,Republican,6,AL,rep,6,106
86,aclu/elections-api/congress_legislator:523,Mike Rogers (Alabama),Mike Rogers,Republican,3,AL,rep,3,103
87,aclu/elections-api/congress_legislator:524,Mo Brooks,Mo Brooks,Republican,5,AL,rep,5,105
88,aclu/elections-api/congress_legislator:519,Bradley Byrne,Bradley Byrne,Republican,1,AL,rep,1,101
89,aclu/elections-api/congress_legislator:11534,,Michael F. Q. San Nicolas,Democrat,0,GU,rep,0,6600
90,aclu/elections-api/congress_legislator:664,,Madeleine Z. Bordallo,Democrat,0,GU,rep,0,6600
91,aclu/elections-api/congress_legislator:11563,,Chris Pappas,Democrat,1,NH,rep,1,3301
92,aclu/elections-api/congress_legislator:822,Annie Kuster,Ann M. Kuster,Democrat,2,NH,rep,2,3302
93,aclu/elections-api/congress_legislator:823,Carol Shea-Porter,Carol Shea-Porter,Democrat,1,NH,rep,1,3301
94,aclu/elections-api/congress_legislator:773,Betty McCollum,Betty McCollum,Democrat,4,MN,rep,4,2704
95,aclu/elections-api/congress_legislator:774,Erik Paulsen,Erik Paulsen,Republican,3,MN,rep,3,2703
96,aclu/elections-api/congress_legislator:775,,Jason Lewis,Republican,2,MN,rep,2,2702
97,aclu/elections-api/congress_legislator:780,,Tom Emmer,Republican,6,MN,rep,6,2706
98,aclu/elections-api/congress_legislator:776,Keith Ellison,Keith Ellison,Democrat,5,MN,rep,5,2705
99,aclu/elections-api/congress_legislator:777,Rick Nolan,Richard M. Nolan,Democrat,8,MN,rep,8,2708
100,aclu/elections-api/congress_legislator:11557,,Ilhan Omar,Democrat,5,MN,rep,5,2705
101,aclu/elections-api/congress_legislator:11556,,Dean Phillips,Democrat,3,MN,rep,3,2703
102,aclu/elections-api/congress_legislator:1045,Collin Peterson,Collin C. Peterson,Democrat,7,MN,rep,7,2707
103,aclu/elections-api/congress_legislator:778,Tim Walz,Timothy J. Walz,Democrat,1,MN,rep,1,2701
104,aclu/elections-api/congress_legislator:11555,Angie Craig,Angie Craig,Democrat,2,MN,rep,2,2702
105,aclu/elections-api/congress_legislator:11559,,Pete Stauber,Republican,8,MN,rep,8,2708
106,aclu/elections-api/congress_legislator:11558,,Jim Hagedorn,Republican,1,MN,rep,1,2701
107,aclu/elections-api/congress_legislator:11552,Elissa Slotkin,Elissa Slotkin,Democrat,8,MI,rep,8,2608
108,aclu/elections-api/congress_legislator:11554,,Rashida Tlaib,Democrat,13,MI,rep,13,2613
109,aclu/elections-api/congress_legislator:11551,,Andy Levin,Democrat,9,MI,rep,9,2609
110,aclu/elections-api/congress_legislator:770,Sander Levin,Sander M. Levin,Democrat,9,MI,rep,9,2609
111,aclu/elections-api/congress_legislator:768,,Mike Bishop,Republican,8,MI,rep,8,2608
112,aclu/elections-api/congress_legislator:11612,Brenda Jones (Michigan),Brenda Jones,Democrat,13,MI,rep,13,2613
113,aclu/elections-api/congress_legislator:11553,Haley Stevens,Haley M. Stevens,Democrat,11,MI,rep,11,2611
114,aclu/elections-api/congress_legislator:759,Dan Kildee,Daniel T. Kildee,Democrat,5,MI,rep,5,2605
115,aclu/elections-api/congress_legislator:766,,John R. Moolenaar,Republican,4,MI,rep,4,2604
116,aclu/elections-api/congress_legislator:765,,Jack Bergman,Republican,1,MI,rep,1,2601
117,aclu/elections-api/congress_legislator:757,Bill Huizenga,Bill Huizenga,Republican,2,MI,rep,2,2602
118,aclu/elections-api/congress_legislator:761,,Debbie Dingell,Democrat,12,MI,rep,12,2612
119,aclu/elections-api/congress_legislator:767,Justin Amash,Justin Amash,Libertarian,3,MI,rep,3,2603
120,aclu/elections-api/congress_legislator:769,,Paul Mitchell,Republican,10,MI,rep,10,2610
121,aclu/elections-api/congress_legislator:760,,David A. Trott,Republican,11,MI,rep,11,2611
122,aclu/elections-api/congress_legislator:763,Fred Upton,Fred Upton,Republican,6,MI,rep,6,2606
123,aclu/elections-api/congress_legislator:771,Tim Walberg,Tim Walberg,Republican,7,MI,rep,7,2607
124,aclu/elections-api/congress_legislator:758,,Brenda L. Lawrence,Democrat,14,MI,rep,14,2614
125,aclu/elections-api/congress_legislator:899,Markwayne Mullin,Markwayne Mullin,Republican,2,OK,rep,2,4002
126,aclu/elections-api/congress_legislator:896,Frank D. Lucas,Frank D. Lucas,Republican,3,OK,rep,3,4003
127,aclu/elections-api/congress_legislator:901,Tom Cole,Tom Cole,Republican,4,OK,rep,4,4004
128,aclu/elections-api/congress_legislator:11579,Kevin Hern,Kevin Hern,Republican,1,OK,rep,1,4001
129,aclu/elections-api/congress_legislator:900,,Steve Russell,Republican,5,OK,rep,5,4005
130,aclu/elections-api/congress_legislator:11578,,Kendra S. Horn,Democrat,5,OK,rep,5,4005
131,aclu/elections-api/congress_legislator:705,Peter J. Visclosky,Peter J. Visclosky,Democrat,1,IN,rep,1,1801
132,aclu/elections-api/congress_legislator:699,Andre Carson,André Carson,Democrat,7,IN,rep,7,1807
133,aclu/elections-api/congress_legislator:700,Jackie Walorski,Jackie Walorski,Republican,2,IN,rep,2,1802
134,aclu/elections-api/congress_legislator:701,Jim Banks,Jim Banks,Republican,3,IN,rep,3,1803
135,aclu/elections-api/congress_legislator:706,Susan Brooks,Susan W. Brooks,Republican,5,IN,rep,5,1805
136,aclu/elections-api/congress_legislator:11543,,James R. Baird,Republican,4,IN,rep,4,1804
137,aclu/elections-api/congress_legislator:703,Larry Bucshon,Larry Bucshon,Republican,8,IN,rep,8,1808
138,aclu/elections-api/congress_legislator:11542,,Greg Pence,Republican,6,IN,rep,6,1806
139,aclu/elections-api/congress_legislator:709,Trey Hollingsworth,Trey Hollingsworth,Republican,9,IN,rep,9,1809
140,aclu/elections-api/congress_legislator:707,Todd Rokita,Todd Rokita,Republican,4,IN,rep,4,1804
141,aclu/elections-api/congress_legislator:704,Luke Messer,Luke Messer,Republican,6,IN,rep,6,1806
142,aclu/elections-api/congress_legislator:11524,,Jason Crow,Democrat,6,CO,rep,6,806
143,aclu/elections-api/congress_legislator:603,Ed Perlmutter,Ed Perlmutter,Democrat,7,CO,rep,7,807
144,aclu/elections-api/congress_legislator:608,Scott Tipton,Scott R. Tipton,Republican,3,CO,rep,3,803
145,aclu/elections-api/congress_legislator:601,Diana DeGette,Diana DeGette,Democrat,1,CO,rep,1,801
146,aclu/elections-api/congress_legislator:607,Mike Coffman,Mike Coffman,Republican,6,CO,rep,6,806
147,aclu/elections-api/congress_legislator:11525,,Joe Neguse,Democrat,2,CO,rep,2,802
148,aclu/elections-api/congress_legislator:602,Doug Lamborn,Doug Lamborn,Republican,5,CO,rep,5,805
149,aclu/elections-api/congress_legislator:605,,Ken Buck,Republican,4,CO,rep,4,804
150,aclu/elections-api/congress_legislator:604,Jared Polis,Jared Polis,Democrat,2,CO,rep,2,802
151,aclu/elections-api/congress_legislator:584,,Mimi Walters,Republican,45,CA,rep,45,645
152,aclu/elections-api/congress_legislator:547,Ami Bera,Ami Bera,Democrat,7,CA,rep,7,607
153,aclu/elections-api/congress_legislator:583,,Mike Thompson,Democrat,5,CA,rep,5,605
154,aclu/elections-api/congress_legislator:599,Zoe Lofgren,Zoe Lofgren,Democrat,19,CA,rep,19,619
155,aclu/elections-api/congress_legislator:596,Ted Lieu,Ted Lieu,Democrat,33,CA,rep,33,633
156,aclu/elections-api/congress_legislator:587,,Norma J. Torres,Democrat,35,CA,rep,35,635
157,aclu/elections-api/congress_legislator:550,,Brad Sherman,Democrat,30,CA,rep,30,630
158,aclu/elections-api/congress_legislator:11518,,Harley Rouda,Democrat,48,CA,rep,48,648
159,aclu/elections-api/congress_legislator:570,,John Garamendi,Democrat,3,CA,rep,3,603
160,aclu/elections-api/congress_legislator:598,Tony Cardenas,Tony Cárdenas,Democrat,29,CA,rep,29,629
161,aclu/elections-api/congress_legislator:558,,Duncan Hunter,Republican,50,CA,rep,50,650
162,aclu/elections-api/congress_legislator:563,,Jackie Speier,Democrat,14,CA,rep,14,614
163,aclu/elections-api/congress_legislator:568,Jimmy Gomez,Jimmy Gomez,Democrat,34,CA,rep,34,634
164,aclu/elections-api/congress_legislator:545,Adam Schiff,Adam B. Schiff,Democrat,28,CA,rep,28,628
165,aclu/elections-api/congress_legislator:580,,Mark DeSaulnier,Democrat,11,CA,rep,11,611
166,aclu/elections-api/congress_legislator:548,,Anna G. Eshoo,Democrat,18,CA,rep,18,618
167,aclu/elections-api/congress_legislator:11617,Mike Garcia,Mike Garcia,Republican,25,CA,rep,25,625
168,aclu/elections-api/congress_legislator:575,,Karen Bass,Democrat,37,CA,rep,37,637
169,aclu/elections-api/congress_legislator:556,,Doris O. Matsui,Democrat,6,CA,rep,6,606
170,aclu/elections-api/congress_legislator:573,Julia Brownley,Julia Brownley,Democrat,26,CA,rep,26,626
171,aclu/elections-api/congress_legislator:553,David G. Valadao,David G. Valadao,Republican,21,CA,rep,21,621
172,aclu/elections-api/congress_legislator:576,,Ken Calvert,Republican,42,CA,rep,42,642
173,aclu/elections-api/congress_legislator:585,Nancy Pelosi,Nancy Pelosi,Democrat,12,CA,rep,12,612
174,aclu/elections-api/congress_legislator:590,Raul Ruiz,Raul Ruiz,Democrat,36,CA,rep,36,636
175,aclu/elections-api/congress_legislator:591,,Ro Khanna,Democrat,17,CA,rep,17,617
176,aclu/elections-api/congress_legislator:572,Judy Chu,Judy Chu,Democrat,27,CA,rep,27,627
177,aclu/elections-api/congress_legislator:578,,Linda T. Sánchez,Democrat,38,CA,rep,38,638
